species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range
Helicolenus dactylopterus,Sebastidae,11510000,habitat_benthic,bathydemersal,50,NA,118996.2652,0.149321292,3.54,Actinopteri,LC,0.218337659,0.218337659,39.83,0.017712,5.953570357,NA,0.108201863,57.44783432,NA,0.108201863,57.44783432,-1,2,2,2: low/mid,2,76,Helicolenus,Perciformes/Scorpaenoidei,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,133,NA,planktonic,43,22,2885045.223853211,97.77472305555555,9.5
Hemiramphus balao,Hemiramphidae,2820000,pelagic oceanic,reef-associated,40,NA,65.16240182,0.889101666,3.85,Actinopteri,LC,0.190553387,0.190553387,69.37218463,0.021204,0.419377278,NA,0.058325717,37.8945997,NA,0.058325717,37.8945997,-2,2,2,2: low/mid,2,1057,Hemiramphus,Beloniformes,Atlantic,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",elongated,NA,62,NA,planktonic,10,24,2885045.223853211,NA,NA
Hemiramphus brasiliensis,Hemiramphidae,2202500,habitat_coastal,reef-associated,55,NA,6751.508337,0.747224435,2.28,Actinopteri,LC,0.027348309,0.027348309,69.37218463,0.020686774,0.311178405,NA,0.081001781,40.22049642,NA,0.081001781,40.22049642,-2,2,2,2: low/mid,2,1059,Hemiramphus,Beloniformes,Atlantic,Both,"nekton, plants",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",elongated,NA,62,NA,planktonic,10,24,2885045.223853211,NA,NA
Herklotsichthys quadrimaculatus,Clupeidae,9417500,habitat_coastal,reef-associated,25,NA,44.00455196,1.740456307,3.57,Actinopteri,LC,0.0013065,0.0013065,4.477796392,8.13e-6,0.220164213,NA,0.010863318,33.65402706,NA,0.010863318,33.65402706,-2,2,2,2: low/mid,2,1494,Herklotsichthys,Clupeiformes,"Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,190,nocturnal,planktonic,8.566666669315762,28,2885045.223853211,576.7602106451614,13.575
Hexagrammos decagrammus,Hexagrammidae,1112500,habitat_reef,demersal,61,NA,481.1467603,0.340852342,3.631789348,Actinopteri,NA,0.029410133,0.029410133,3.790022135,0.020686774,0.25,NA,0.056852871,39.62274173,NA,0.056852871,39.62274173,-2,2,2,2: low/mid,2,4032,Hexagrammos,Perciformes/Cottoidei,Pacific,Both,"nekton, zoobenthos",generalist,NA,NA,"boreal, polar, Subtropical, temperate",fusiform / normal,NA,9,NA,planktonic,18,9,2885045.223853211,41.566874999999996,NA
Hilsa kelee,Clupeidae,6355000,habitat_coastal,pelagic neritic,35,NA,59083.71456,1.080199315,2.940693048,Actinopteri,NA,0.060991803,0.060991803,69.37218463,0.0013065,0.32,NA,0.038111006,40.4717982,NA,0.038111006,40.4717982,-2,2,2,2: low/mid,2,1595,Hilsa,Clupeiformes,"Indian Ocean, Pacific",Both,"detritus, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,28,2885045.223853211,576.7602106451614,13.575
Hippoglossoides elassodon,Pleuronectidae,277500,habitat_benthic,demersal,52,NA,2483813.465,0.179774811,3.67,Actinopteri,NA,0.003297,0.003297,3.75,6.45e-6,0.025016,NA,0.006674813,56.82021065,NA,0.006674813,56.82021065,-3,2,2,2: low/mid,2,519,Hippoglossoides,Pleuronectiformes,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",short and / or deep,NA,67,NA,planktonic,27,5,2885045.223853211,20.055,6.84999996026357
Hippoglossoides platessoides,Pleuronectidae,4190000,habitat_benthic,demersal,82.59999847,NA,139541.673,0.145000355,4.08,Actinopteri,NA,0.04451615,0.04451615,8.5,0.003804817,0.77,NA,0.056263427,55.71152256,NA,0.056263427,55.71152256,-2,2,2,2: low/mid,2,4239,Hippoglossoides,Pleuronectiformes,Atlantic,Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, Subtropical, temperate, Temperate",short and / or deep,3.4166666666666665,67,NA,planktonic,30,6,2885045.223853211,20.055,6.84999996026357
Hippoglossus hippoglossus,Pleuronectidae,5017500,habitat_benthic,demersal,470,NA,73314.44159,0.11850261,4,Actinopteri,EN,0.029410133,0.029410133,119173.5,6.04e-4,7.78,NA,0.465769893,59.32174966,NA,0.465769893,59.32174966,-1,2,2,2: low/mid,2,1371,Hippoglossus,Pleuronectiformes,Atlantic,Both,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, Subtropical, temperate, Temperate",fusiform / normal,NA,67,NA,planktonic,50,6,2885045.223853211,137.51355371900826,6.84999996026357
Hoplopagrus guentherii,Lutjanidae,632500,habitat_reef,reef-associated,92,NA,273.0618526,0.502875077,3.8,Actinopteri,LC,0.029410133,0.029410133,7.78,0.017712,0.419377278,NA,0.065742568,29.07151497,21.5,0.065742568,21.5,-2,1,4,1: mid/low,1,1393,Hoplopagrus,Eupercaria/misc,Pacific,East,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, tropical",fusiform / normal,NA,113,NA,2002-03-26T00:00:00Z,25.72,26.714285714285715,2885045.223853211,213.978125,9.5
Hoplostethus atlanticus,Trachichthyidae,9397500,sedentary,bathypelagic,75,NA,24191.11097,0.161165492,4.25,Actinopteri,NA,0.048,0.048,39.83,0.0034,0.524649642,NA,0.066357613,30.56520458,NA,0.066357613,30.56520458,-2,2,2,2: low/mid,2,334,Hoplostethus,Trachichthyiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,3,9,"boreal, polar, subtropical, Subtropical, temperate, Temperate, tropical, Tropical",short and / or deep,NA,48,NA,2002-03-26T00:00:00Z,149,19,2885045.223853211,NA,6
Hydrolagus novaezealandiae,Chimaeridae,645000,deep,bathydemersal,96,NA,74948.21149,0.191783416,3.566415446,Holocephali,LC,0.025016,0.025016,7.849166287,0.0034,0.20397299,NA,0.057106285,56.03656827,NA,0.057106285,56.03656827,-2,2,2,2: low/mid,2,13146,Hydrolagus,Chimaeriformes,Pacific,West,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, temperate",elongated,NA,45,NA,2002-03-26T00:00:00Z,NA,16,2885045.223853211,NA,NA
Hyperoglyphe antarctica,Centrolophidae,2662500,habitat_reef,benthopelagic,140,NA,13510.43523,0.180500329,3.967998478,Actinopteri,NA,0.027348309,0.027348309,220.625,0.004257833,5.695840588,NA,0.169180504,36.61847434,NA,0.169180504,36.61847434,-1,2,2,2: low/mid,2,496,Hyperoglyphe,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Tropical",fusiform / normal,NA,31,nocturnal,planktonic,15,14,2885045.223853211,NA,NA
Hyporthodus flavolimbatus,Serranidae,2205000,habitat_benthic,demersal,115,NA,8566.79922,0.175094567,3.846589654,Actinopteri,VU,0.025016,0.025016,8.5,0.0034,0.046225266,NA,0.051008236,52.37878845,NA,0.051008236,52.37878845,-2,2,2,2: low/mid,2,1205,Hyporthodus,Perciformes/Serranoidei,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, tropical",fusiform / normal,NA,566,NA,2002-03-26T00:00:00Z,35,27,2885045.223853211,201.08333333333334,5.130434782608695
Hyporthodus mystacinus,Serranidae,1890000,habitat_deep,bathydemersal,160,NA,30.08361961,0.192928912,4.58,Actinopteri,LC,0.04451615,0.04451615,69.37218463,0.0034,7.78,NA,0.261490837,35.19541513,NA,0.261490837,35.19541513,-1,2,2,2: low/mid,2,1206,Hyporthodus,Perciformes/Serranoidei,"Atlantic, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, tropical",fusiform / normal,NA,566,NA,2002-03-26T00:00:00Z,35,26.333333333333332,2885045.223853211,201.08333333333334,5.130434782608695
Hyporthodus nigritus,Serranidae,2572500,habitat_reef,demersal,230,NA,245.8566514,0.138991562,3.986676758,Actinopteri,NT,0.029410133,0.029410133,220.625,0.007726488,2.447570224,NA,0.22024384,44.74152938,NA,0.22024384,44.74152938,-1,2,2,2: low/mid,2,1207,Hyporthodus,Perciformes/Serranoidei,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,566,NA,2002-03-26T00:00:00Z,35,27,2885045.223853211,201.08333333333334,5.130434782608695
Hyporthodus niveatus,Serranidae,2735000,habitat_reef,demersal,122,NA,4588.700079,0.165514413,4.05205074,Actinopteri,VU,0.029410133,0.029410133,77.88114116,0.004257833,0.20397299,NA,0.068160747,39.1337546,NA,0.068160747,39.1337546,-2,2,2,2: low/mid,2,1208,Hyporthodus,Perciformes/Serranoidei,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,566,NA,2002-03-26T00:00:00Z,27,25,2885045.223853211,201.08333333333334,5.130434782608695
Ilisha africana,Pristigasteridae,425000,habitat_coastal,pelagic neritic,30,NA,77979.82003,1.109770194,3.59,Actinopteri,LC,0.003297,0.003297,5.523838677,8.13e-6,0.220164213,NA,0.008264397,38.82053923,NA,0.008264397,38.82053923,-3,2,2,2: low/mid,2,1625,Ilisha,Clupeiformes,Atlantic,East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,38,NA,planktonic,NA,27,2885045.223853211,NA,NA
Ilisha elongata,Pristigasteridae,2587500,habitat_coastal,pelagic neritic,60,NA,596680.1311,0.97400234,3.818572233,Actinopteri,LC,0.218337659,0.218337659,220.625,0.021204,3.75,NA,0.077880991,44.05391664,NA,0.077880991,44.05391664,-2,2,2,2: low/mid,2,1627,Ilisha,Clupeiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,38,NA,planktonic,NA,23,2885045.223853211,NA,NA
Isacia conceptionis,Haemulidae,300000,habitat_coastal,benthopelagic,60,NA,12174.16282,0.654886592,2.99672789,Actinopteri,LC,0.003297,0.003297,69.37218463,6.45e-6,0.116363865,NA,0.010072679,33.31690836,NA,0.010072679,33.31690836,-2,2,2,2: low/mid,2,397,Isacia,Eupercaria/misc,Pacific,East,"plants, zoobenthos",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,134,NA,2002-03-26T00:00:00Z,10.4,26,2885045.223853211,155.13333333333333,5
Isopisthus parvipinnis,Sciaenidae,742500,habitat_coastal,demersal,41.5,NA,217.5803874,0.624615121,4.04,Actinopteri,LC,0.060991803,0.060991803,5.523838677,0.007641758,0.364,NA,0.057355801,29.45455317,NA,0.057355801,29.45455317,-2,1,4,1: mid/low,1,1179,Isopisthus,Eupercaria/misc,Atlantic,West,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, tropical",fusiform / normal,NA,286,NA,2002-03-26T00:00:00Z,15.226086958594944,22.294117647058822,2885045.223853211,525.6001112222223,7.125
Istiompax indica,Istiophoridae,171002500,hms,pelagic oceanic,465,NA,40942.50606,0.361545431,4.5,Actinopteri,DD,28773,28773,537466.5429,23.22898081,91382,NA,2554.511772,37.97876546,NA,2554.511772,37.97876546,3,2,3,6: high/mid,6,217,Istiompax,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos",generalist,15,30,"subtropical, Subtropical, temperate, tropical, Tropical",elongated,NA,11,NA,2002-03-26T00:00:00Z,14.833333333333334,28,2885045.223853211,NA,15
Istiophorus albicans,Istiophoridae,18742500,hms,pelagic oceanic,315,NA,3939.569218,0.577528565,4.5,Actinopteri,NA,23.22898081,23.22898081,119173.5,5.55,52.56514162,NA,22.1204257,33.24648838,NA,22.1204257,33.24648838,1,2,6,5: mid/mid,5,78,Istiophorus,Carangiformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,21,28,"subtropical, Subtropical, temperate, tropical",elongated,NA,11,NA,planktonic,3.5,25,2885045.223853211,NA,7
Istiophorus platypterus,Istiophoridae,194122500,hms,pelagic oceanic,348,indo-pacific sailfish,229747.1649,0.466166849,4.5,Actinopteri,LC,91382,91382,537466.5429,28773,119173.5,537466.5429,4145.217066,34.72534745,NA,537466.5429,34.72534745,5,2,3,6: high/mid,6,77,Istiophorus,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",elongated,NA,11,NA,planktonic,13,28,2885045.223853211,NA,7
Joturus pichardi,Mugilidae,587500,habitat_coastal,pelagic neritic,61,NA,2036.175397,0.636414723,2.99672789,Actinopteri,NA,0.040637322,0.040637322,69.37218463,0.020686774,0.419377278,NA,0.073593326,33.18566012,NA,0.073593326,33.18566012,-2,2,2,2: low/mid,2,338,Joturus,Mugiliformes,Atlantic,West,"others, plants, zoobenthos",generalist,22,25,"Temperate, Tropical",fusiform / normal,NA,78,NA,2002-03-26T00:00:00Z,13.666666666666666,27,2885045.223853211,295.33814137546466,3
Kajikia albida,Istiophoridae,48362500,hms,pelagic oceanic,300,NA,12797.19646,0.387272323,4.49,Actinopteri,VU,23.22898081,23.22898081,119173.5,5.55,39.83,NA,20.96789887,36.59813433,NA,20.96789887,36.59813433,1,2,6,5: mid/mid,5,219,Kajikia,Carangiformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos",generalist,22,NA,"subtropical, Subtropical, temperate, tropical",elongated,NA,11,NA,planktonic,14.833333333333334,27,2885045.223853211,NA,10.333333333333334
Kajikia audax,Istiophoridae,157757500,pelagic oceanic,pelagic oceanic,420,NA,42349.00065,0.347408374,4.481651192,Actinopteri,NT,28773,28773,537466.5429,23.22898081,91382,NA,2416.454813,45.95007352,NA,2416.454813,45.95007352,3,2,3,6: high/mid,6,223,Kajikia,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",elongated,NA,11,NA,planktonic,14.833333333333334,27,2885045.223853211,NA,10.333333333333334
Kathetostoma giganteum,Uranoscopidae,747500,sedentary,demersal,90,NA,4247.640989,0.286276548,4.210816125,Actinopteri,NA,0.04451615,0.04451615,24.51591858,0.002430819,0.233633077,NA,0.057064932,33.48243406,NA,0.057064932,33.48243406,-2,2,2,2: low/mid,2,12920,Kathetostoma,Perciformes/Uranoscopoidei,Pacific,West,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, temperate",fusiform / normal,NA,54,NA,2002-03-26T00:00:00Z,20,12,2885045.223853211,19.095714285714287,NA
Katsuwonus pelamis,Scombridae,251292500,pelagic oceanic,pelagic oceanic,110,NA,4403649.09,0.504382583,4.43,Actinopteri,LC,28773,28773,537466.5429,5.55,104356.6614,NA,722.4746053,31.75806231,21.1,722.4746053,21.1,2,1,1,6: high/mid,6,107,Katsuwonus,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,14.6999998092651,30,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,23.56382978723404,54,NA,planktonic,12,27,2885045.223853211,530.468085106383,15.3000001907349
Konosirus punctatus,Clupeidae,495000,habitat_coastal,pelagic neritic,32,NA,134189.8396,0.792958456,3.024745311,Actinopteri,LC,0.020686774,0.020686774,69.37218463,8.13e-6,0.3026,NA,0.011180182,39.15151841,NA,0.011180182,39.15151841,-2,2,2,2: low/mid,2,1609,Konosirus,Clupeiformes,Pacific,West,"detritus, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,16,2885045.223853211,576.7602106451614,13.575
Labrus bergylta,Labridae,872500,habitat_reef,reef-associated,65.90000153,ballan wrasse,832.7850932,0.2079384,3.2,Actinopteri,LC,0.029410133,0.029410133,8.5,0.022748634,0.25,0.096873382,0.059824765,38.77994444,NA,0.096873382,38.77994444,-2,2,2,2: low/mid,2,572,Labrus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate",fusiform / normal,18.375,559,NA,planktonic,29,11,2885045.223853211,217.725,3.904109589041096
Lachnolaimus maximus,Labridae,1942500,habitat_reef,reef-associated,91,hogfish,1005.587269,0.503220372,4.17,Actinopteri,VU,0.017712,0.017712,69.37218463,0.00123027,0.145837,0.00123027,0.061226102,26.55848538,25.9,0.00123027,25.9,-3,1,4,1: mid/low,1,1071,Lachnolaimus,Eupercaria/misc,Atlantic,West,zoobenthos,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,559,NA,planktonic,23,15,2885045.223853211,770.85001,3.904109589041096
Lactarius lactarius,Lactariidae,10862500,habitat_coastal,pelagic neritic,40,NA,71361.18439,0.894172771,4.17,Actinopteri,NA,0.021204,0.021204,220.625,0.0013065,0.469069439,NA,0.123541923,35.13228497,NA,0.123541923,35.13228497,-1,2,2,2: low/mid,2,363,Lactarius,Carangaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,1,NA,2002-03-26T00:00:00Z,NA,28,2885045.223853211,NA,NA
Lampris guttatus,Lampridae,271130000,pelagic oceanic,bathypelagic,200,NA,2613.572655,0.605257327,4.220155265,Actinopteri,LC,24.63249455,24.63249455,537466.5429,5.55,91382,NA,1448.482272,43.09462738,NA,1448.482272,43.09462738,3,2,3,6: high/mid,6,1072,Lampris,Lampriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate, tropical, Tropical",short and / or deep,NA,2,NA,planktonic,NA,23,2885045.223853211,NA,NA
Larimichthys crocea,Sciaenidae,1287500,habitat_coastal,benthopelagic,80,NA,464679.6398,0.601331042,3.753198252,Actinopteri,NA,0.060991803,0.060991803,10.48565514,0.021204,0.469069439,NA,0.070741403,36.00077961,NA,0.070741403,36.00077961,-2,2,2,2: low/mid,2,428,Larimichthys,Eupercaria/misc,Pacific,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,286,NA,planktonic,23,23,2885045.223853211,525.6001112222223,7.125
Larimichthys polyactis,Sciaenidae,982500,habitat_coastal,benthopelagic,40,NA,3116786.623,0.546792217,3.72,Actinopteri,NA,0.218337659,0.218337659,4.17,0.025016,0.419377278,NA,0.045744956,36.33459921,NA,0.045744956,36.33459921,-2,2,2,2: low/mid,2,416,Larimichthys,Eupercaria/misc,Pacific,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,286,NA,planktonic,23,16,14729,525.6001112222223,7.125
Larimus breviceps,Sciaenidae,1682500,habitat_coastal,demersal,31,NA,1092.689317,0.716833218,3.52,Actinopteri,LC,0.020686774,0.020686774,0.445649557,8.13e-6,0.32,NA,0.010003766,29.11448027,NA,0.010003766,29.11448027,-2,1,4,1: mid/low,1,1180,Larimus,Eupercaria/misc,Atlantic,West,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, tropical, Tropical",fusiform / normal,NA,286,NA,2002-03-26T00:00:00Z,15.226086958594944,22.294117647058822,2885045.223853211,525.6001112222223,7.125
Lateolabrax japonicus,Lateolabracidae,1177500,habitat_reef,reef-associated,102,NA,104691.8211,0.280379763,3.1,Actinopteri,NA,0.027348309,0.027348309,39.83,0.014020895,0.040637322,NA,0.073767207,42.08585506,NA,0.073767207,42.08585506,-2,2,2,2: low/mid,2,4589,Lateolabrax,Acropomatiformes,Pacific,West,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,2,NA,planktonic,NA,25,2885045.223853211,NA,NA
Lates calcarifer,Latidae,8162500,habitat_coastal,demersal,200,NA,495833.8181,0.707443985,3.855928723,Actinopteri,NA,0.524649642,0.524649642,220.625,0.022602017,31.32271153,NA,0.28843289,45.08464349,NA,0.28843289,45.08464349,-1,2,2,2: low/mid,2,346,Lates,Carangaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,15,28,"Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,29,13,NA,planktonic,NA,27,2885045.223853211,542.3050075,13
Leiostomus xanthurus,Sciaenidae,980000,habitat_coastal,demersal,36,NA,17575.357,0.766431999,3.23,Actinopteri,LC,0.222006046,0.222006046,220.625,0.021204,0.419377278,NA,0.063355666,35.42562662,NA,0.063355666,35.42562662,-2,2,2,2: low/mid,2,429,Leiostomus,Eupercaria/misc,Atlantic,West,zoobenthos,specialist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical",fusiform / normal,20.813953488372093,286,NA,planktonic,4,22,2885045.223853211,442.82104639534884,7.125
Lepidocybium flavobrunneum,Gempylidae,14260000,migratory,benthopelagic,200,NA,2435.848754,0.41595686,4.332224948,Actinopteri,LC,23.22898081,23.22898081,119173.5,0.048,24.63249455,NA,6.528817925,45.73960913,NA,6.528817925,45.73960913,0,2,6,5: mid/mid,5,1042,Lepidocybium,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,26,nocturnal,planktonic,13.666666666666666,27,2885045.223853211,NA,5
Lepidonotothen squamifrons,Nototheniidae,995000,habitat_benthic,benthopelagic,55,NA,171.421403,0.233506431,3.538398025,Actinopteri,NA,0.029410133,0.029410133,4.069771569,0.020686774,0.25,NA,0.04377208,51.51209412,NA,0.04377208,51.51209412,-2,2,2,2: low/mid,2,7045,Lepidonotothen,Perciformes/Notothenioidei,"Atlantic, Indian Ocean, Pacific",NA,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"polar, Subtropical, Tropical",fusiform / normal,NA,56,NA,planktonic,19,-1,2885045.223853211,71.3952775,6
