species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,temp_min,body_shape_i,sp_richness,iucn_category,fishbase_name,dev_place,temp_max,longevity_wild,temp_preferred,fecundity_mean,fecundity_max,oxygen_cons,temp_range
Glossanodon semifasciatus,Argentinidae,532500,pelagic,benthopelagic,22.700000760000002,NA,67613.97225,0.518660964,3.211528116,Actinopteri,0.025016,0.025016,4.438338373,8.13e-6,0.3026,NA,0.010040391,36.50574414,NA,0.010040391,36.50574414,-2,2,2,2: low/mid,2,257,Glossanodon,Argentiniformes,NA,elongated,28,NA,Deep-sea smelt,planktonic,NA,18.666666666666668,24,NA,15087.333333333334,NA,7.800001144409229
Glyptocephalus cynoglossus,Pleuronectidae,3570000,habitat_benthic,demersal,60,NA,64040.31605,0.149820154,3.17,Actinopteri,0.218337659,0.218337659,8.5,0.017712,0.77,NA,0.054540757,62.06826834,NA,0.054540757,62.06826834,-2,3,8,3: mid/high,3,26,Glyptocephalus,Pleuronectiformes,2,short and / or deep,62,VU,Witch flounder,planktonic,6,25,6,278550,508300,137.51355371900826,4
Glyptocephalus zachirus,Pleuronectidae,1320000,habitat_benthic,demersal,60,NA,23361.49095,0.186545885,3.25,Actinopteri,0.025016,0.025016,8.5,0.0034,0.341291664,NA,0.052659071,58.77544029,NA,0.052659071,58.77544029,-2,2,2,2: low/mid,2,4238,Glyptocephalus,Pleuronectiformes,NA,short and / or deep,62,LC,Rex sole,planktonic,6,27,6,1040775,304895.5,137.51355371900826,4
Gnathanodon speciosus,Carangidae,13205000,habitat_reef,reef-associated,120,NA,5597.438488,0.706049385,3.865267935,Actinopteri,0.3026,0.3026,91382,0.021204,23.22898081,NA,1.938641305,33.8977854,NA,1.938641305,33.8977854,0,2,6,5: mid/mid,5,4464,Gnathanodon,Carangiformes,NA,fusiform / normal,148,LC,Golden trevally,planktonic,NA,16.11764705882353,28,594845.8571428572,2622986.909090909,6715.0254549090905,5.222222222222222
Grammoplites suppositus,Platycephalidae,1385000,habitat_benthic,demersal,31,NA,144.2168111,0.42142105,3.84,Actinopteri,0.003297,0.003297,0.77,8.13e-6,0.311178405,NA,0.006786129,43.21965804,NA,0.006786129,43.21965804,-3,2,2,2: low/mid,2,28128,Grammoplites,Perciformes/Scorpaenoidei,NA,fusiform / normal,81,LC,Spotfin flathead,in close association with substrate,NA,17.333333333333332,27,NA,2500000,NA,NA
Gymnosarda unicolor,Scombridae,12880000,pelagic,reef-associated,247.9799957,NA,2718.783662,0.596518223,4.481651192,Actinopteri,5.55,5.55,28773,0.022602017,24.63249455,NA,1.018822835,41.03592716,NA,1.018822835,41.03592716,0,2,6,5: mid/mid,5,106,Gymnosarda,Scombriformes,20,fusiform / normal,54,LC,Dogtooth tuna,planktonic,28,12.223809560139975,28,574410.7692307692,3609726.4266666668,524.3454545454546,8
Haemulon plumierii,Haemulidae,2540000,habitat_reef,reef-associated,53,NA,431.5592646,0.578655171,3.82,Actinopteri,0.222006046,0.222006046,77.88114116,0.021891852,0.419377278,NA,0.06364978,26.61130503,22.6,0.06364978,22.6,-2,1,4,1: mid/low,1,1140,Haemulon,Eupercaria/misc,NA,fusiform / normal,133,LC,White grunt,planktonic,NA,12,26.4375,188000,312000,155.13333333333333,5
Harpadon nehereus,Synodontidae,7832500,habitat_benthic,benthopelagic,60.97000122,NA,1686496.541,0.452219992,4.089407301,Actinopteri,0.04451615,0.04451615,4.17,0.003297,0.635594387,NA,0.047992176,51.20201578,NA,0.047992176,51.20201578,-2,2,2,2: low/mid,2,260,Harpadon,Aulopiformes,NA,elongated,79,NT,Bombay-duck,planktonic,NA,7,28,41130,878400,NA,9.9000015258789
Helicolenus dactylopterus,Sebastidae,11510000,habitat_benthic,bathydemersal,50,NA,118996.2652,0.149321292,3.54,Actinopteri,0.218337659,0.218337659,39.83,0.017712,5.953570357,NA,0.108201863,57.44783432,NA,0.108201863,57.44783432,-1,2,2,2: low/mid,2,76,Helicolenus,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,LC,Blackbelly rosefish,planktonic,NA,43,22,230055,428343,97.17675756756756,9.5
Hemiramphus balao,Hemiramphidae,2820000,pelagic,reef-associated,40,NA,65.16240182,0.889101666,3.85,Actinopteri,0.190553387,0.190553387,69.37218463,0.021204,0.419377278,NA,0.058325717,37.8945997,NA,0.058325717,37.8945997,-2,2,2,2: low/mid,2,1057,Hemiramphus,Beloniformes,NA,elongated,61,LC,Balao halfbeak,planktonic,NA,4,24,3734,79250,NA,NA
Hemiramphus brasiliensis,Hemiramphidae,2202500,habitat_coastal,reef-associated,55,NA,6751.508337,0.747224435,2.28,Actinopteri,0.027348309,0.027348309,69.37218463,0.020686774,0.311178405,NA,0.081001781,40.22049642,NA,0.081001781,40.22049642,-2,2,2,2: low/mid,2,1059,Hemiramphus,Beloniformes,NA,elongated,61,LC,Ballyhoo halfbeak,planktonic,NA,4,24,1164,79250,NA,NA
Herklotsichthys quadrimaculatus,Clupeidae,9417500,habitat_coastal,reef-associated,25,NA,44.00455196,1.740456307,3.57,Actinopteri,0.0013065,0.0013065,4.477796392,8.13e-6,0.220164213,NA,0.010863318,33.65402706,NA,0.010863318,33.65402706,-2,2,2,2: low/mid,2,1494,Herklotsichthys,Clupeiformes,NA,fusiform / normal,15,LC,Bluestripe herring,planktonic,NA,15.25,28,4197.166666666667,5176,NA,17
Hexagrammos decagrammus,Hexagrammidae,1112500,habitat_reef,demersal,61,NA,481.1467603,0.340852342,3.631789348,Actinopteri,0.029410133,0.029410133,3.790022135,0.020686774,0.25,NA,0.056852871,39.62274173,NA,0.056852871,39.62274173,-2,2,2,2: low/mid,2,4032,Hexagrammos,Perciformes/Cottoidei,NA,fusiform / normal,9,LC,Kelp greenling,planktonic,NA,18,9,6689,953700,41.566874999999996,NA
Hilsa kelee,Clupeidae,6355000,habitat_coastal,pelagic-neritic,35,NA,59083.71456,1.080199315,2.940693048,Actinopteri,0.060991803,0.060991803,69.37218463,0.0013065,0.32,NA,0.038111006,40.4717982,NA,0.038111006,40.4717982,-2,2,2,2: low/mid,2,1595,Hilsa,Clupeiformes,NA,fusiform / normal,15,LC,Kelee shad,planktonic,NA,15.25,28,NA,54509.42857142857,NA,17
Hippoglossoides elassodon,Pleuronectidae,277500,habitat_benthic,demersal,52,NA,2483813.465,0.179774811,3.67,Actinopteri,0.003297,0.003297,3.75,6.45e-6,0.025016,NA,0.006674813,56.82021065,NA,0.006674813,56.82021065,-3,2,2,2: low/mid,2,519,Hippoglossoides,Pleuronectiformes,NA,short and / or deep,62,LC,Flathead sole,planktonic,NA,27,5,336000,600000,20.055,7.728571394511632
Hippoglossoides platessoides,Pleuronectidae,4190000,habitat_benthic,demersal,82.59999847,NA,139541.673,0.145000355,4.08,Actinopteri,0.04451615,0.04451615,8.5,0.003804817,0.77,NA,0.056263427,55.71152256,NA,0.056263427,55.71152256,-2,2,2,2: low/mid,2,4239,Hippoglossoides,Pleuronectiformes,NA,short and / or deep,62,EN,American plaice,planktonic,NA,30,6,586214,1147389,20.055,7.728571394511632
Hippoglossus hippoglossus,Pleuronectidae,5017500,habitat_benthic,demersal,470,NA,73314.44159,0.11850261,4,Actinopteri,0.029410133,0.029410133,119173.5,6.04e-4,7.78,NA,0.465769893,59.32174966,NA,0.465769893,59.32174966,-1,2,2,2: low/mid,2,1371,Hippoglossus,Pleuronectiformes,NA,fusiform / normal,62,EN,Atlantic halibut,planktonic,NA,50,6,2400000,3500000,137.51355371900826,7.728571394511632
Hoplopagrus guentherii,Lutjanidae,632500,habitat_reef,reef-associated,92,NA,273.0618526,0.502875077,3.8,Actinopteri,0.029410133,0.029410133,7.78,0.017712,0.419377278,NA,0.065742568,29.07151497,21.5,0.065742568,21.5,-2,1,4,1: mid/low,1,1393,Hoplopagrus,Eupercaria/misc,NA,fusiform / normal,113,LC,Mexican barred snapper,in close association with substrate,NA,27.433333333333334,26.714285714285715,104268.75,5570547.1875,213.978125,9.5
Hoplostethus atlanticus,Trachichthyidae,9397500,sedentary,bathypelagic,75,NA,24191.11097,0.161165492,4.25,Actinopteri,0.048,0.048,39.83,0.0034,0.524649642,NA,0.066357613,30.56520458,NA,0.066357613,30.56520458,-2,2,2,2: low/mid,2,334,Hoplostethus,Trachichthyiformes,3,short and / or deep,48,VU,Orange roughy,in close association with substrate,9,149,19,80286,139404.8,NA,6
Hydrolagus novaezealandiae,Chimaeridae,645000,deep,bathydemersal,96,NA,74948.21149,0.191783416,3.566415446,Holocephali,0.025016,0.025016,7.849166287,0.0034,0.20397299,NA,0.057106285,56.03656827,NA,0.057106285,56.03656827,-2,2,2,2: low/mid,2,13146,Hydrolagus,Chimaeriformes,NA,elongated,44,LC,Dark ghost shark,in close association with substrate,NA,NA,16,NA,2,NA,NA
Hyperoglyphe antarctica,Centrolophidae,2662500,habitat_reef,benthopelagic,140,NA,13510.43523,0.180500329,3.967998478,Actinopteri,0.027348309,0.027348309,220.625,0.004257833,5.695840588,NA,0.169180504,36.61847434,NA,0.169180504,36.61847434,-1,2,2,2: low/mid,2,496,Hyperoglyphe,Scombriformes,NA,fusiform / normal,31,NA,Bluenose warehou,planktonic,NA,15,14,6150000,11000000,NA,NA
Hyporthodus flavolimbatus,Serranidae,2205000,habitat_benthic,demersal,115,NA,8566.79922,0.175094567,3.846589654,Actinopteri,0.025016,0.025016,8.5,0.0034,0.046225266,NA,0.051008236,52.37878845,NA,0.051008236,52.37878845,-2,2,2,2: low/mid,2,1205,Hyporthodus,Perciformes/Serranoidei,NA,fusiform / normal,101,VU,Yellowedge grouper,in close association with substrate,NA,35,27,1913,1944500,231.83333333333334,5
Hyporthodus mystacinus,Serranidae,1890000,habitat_deep,bathydemersal,160,NA,30.08361961,0.192928912,4.58,Actinopteri,0.04451615,0.04451615,69.37218463,0.0034,7.78,NA,0.261490837,35.19541513,NA,0.261490837,35.19541513,-1,2,2,2: low/mid,2,1206,Hyporthodus,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Misty grouper,in close association with substrate,NA,49,26.333333333333332,1913,1944500,231.83333333333334,5
Hyporthodus nigritus,Serranidae,2572500,habitat_reef,demersal,230,NA,245.8566514,0.138991562,3.986676758,Actinopteri,0.029410133,0.029410133,220.625,0.007726488,2.447570224,NA,0.22024384,44.74152938,NA,0.22024384,44.74152938,-1,2,2,2: low/mid,2,1207,Hyporthodus,Perciformes/Serranoidei,NA,fusiform / normal,101,NT,Warsaw grouper,in close association with substrate,NA,91,27,1913,1944500,231.83333333333334,5
Hyporthodus niveatus,Serranidae,2735000,habitat_reef,demersal,122,NA,4588.700079,0.165514413,4.05205074,Actinopteri,0.029410133,0.029410133,77.88114116,0.004257833,0.20397299,NA,0.068160747,39.1337546,NA,0.068160747,39.1337546,-2,2,2,2: low/mid,2,1208,Hyporthodus,Perciformes/Serranoidei,NA,fusiform / normal,101,VU,Snowy grouper,in close association with substrate,NA,27,25,1913,1944500,231.83333333333334,5
Ilisha africana,Pristigasteridae,425000,habitat_coastal,pelagic-neritic,30,NA,77979.82003,1.109770194,3.59,Actinopteri,0.003297,0.003297,5.523838677,8.13e-6,0.220164213,NA,0.008264397,38.82053923,NA,0.008264397,38.82053923,-3,2,2,2: low/mid,2,1625,Ilisha,Clupeiformes,NA,fusiform / normal,38,LC,West African ilisha,planktonic,NA,NA,27,11801.5,17219,NA,NA
Ilisha elongata,Pristigasteridae,2587500,habitat_coastal,pelagic-neritic,60,NA,596680.1311,0.97400234,3.818572233,Actinopteri,0.218337659,0.218337659,220.625,0.021204,3.75,NA,0.077880991,44.05391664,NA,0.077880991,44.05391664,-2,2,2,2: low/mid,2,1627,Ilisha,Clupeiformes,NA,fusiform / normal,38,LC,Elongate ilisha,planktonic,NA,NA,23,146550,270900,NA,NA
Isacia conceptionis,Haemulidae,300000,habitat_coastal,benthopelagic,60,NA,12174.16282,0.654886592,2.99672789,Actinopteri,0.003297,0.003297,69.37218463,6.45e-6,0.116363865,NA,0.010072679,33.31690836,NA,0.010072679,33.31690836,-2,2,2,2: low/mid,2,397,Isacia,Eupercaria/misc,NA,fusiform / normal,133,LC,Cabinza grunt,in close association with substrate,NA,9.833333333333334,26,45384,666525.4285714285,155.13333333333333,5
Isopisthus parvipinnis,Sciaenidae,742500,habitat_coastal,demersal,41.5,NA,217.5803874,0.624615121,4.04,Actinopteri,0.060991803,0.060991803,5.523838677,0.007641758,0.364,NA,0.057355801,29.45455317,NA,0.057355801,29.45455317,-2,1,4,1: mid/low,1,1179,Isopisthus,Eupercaria/misc,NA,fusiform / normal,293,LC,Bigtooth corvina,in close association with substrate,NA,15.303703705469767,22.17142857142857,682950.4166666666,1965624,520.7365628125,7.9
Istiompax indica,Istiophoridae,171002500,hms,pelagic-oceanic,465,NA,40942.50606,0.361545431,4.5,Actinopteri,28773,28773,537466.5429,23.22898081,91382,NA,2554.511772,37.97876546,NA,2554.511772,37.97876546,3,2,3,6: high/mid,6,217,Istiompax,Carangiformes,15,elongated,11,DD,Black marlin,in close association with substrate,30,14.833333333333334,28,84500000,102000000,NA,15
Istiophorus albicans,Istiophoridae,18742500,hms,pelagic-oceanic,315,NA,3939.569218,0.577528565,4.5,Actinopteri,23.22898081,23.22898081,119173.5,5.55,52.56514162,NA,22.1204257,33.24648838,NA,22.1204257,33.24648838,1,2,6,5: mid/mid,5,78,Istiophorus,Carangiformes,21,elongated,11,NA,Atlantic sailfish,planktonic,28,3.5,25,6575000,12150000,NA,7
Istiophorus platypterus,Istiophoridae,194122500,hms,pelagic-oceanic,348,indo-pacific sailfish,229747.1649,0.466166849,4.5,Actinopteri,91382,91382,537466.5429,28773,119173.5,537466.5429,4145.217066,34.72534745,NA,537466.5429,34.72534745,5,2,3,6: high/mid,6,77,Istiophorus,Carangiformes,NA,elongated,11,LC,Indo-Pacific sailfish,planktonic,28,13,28,NA,12150000,NA,7
Joturus pichardi,Mugilidae,587500,habitat_coastal,pelagic-neritic,61,NA,2036.175397,0.636414723,2.99672789,Actinopteri,0.040637322,0.040637322,69.37218463,0.020686774,0.419377278,NA,0.073593326,33.18566012,NA,0.073593326,33.18566012,-2,2,2,2: low/mid,2,338,Joturus,Mugiliformes,22,fusiform / normal,78,LC,Bobo mullet,in close association with substrate,25,10.666666666666666,27,NA,1778340.5217391304,295.33814137546466,3
Kajikia albida,Istiophoridae,48362500,hms,pelagic-oceanic,300,NA,12797.19646,0.387272323,4.49,Actinopteri,23.22898081,23.22898081,119173.5,5.55,39.83,NA,20.96789887,36.59813433,NA,20.96789887,36.59813433,1,2,6,5: mid/mid,5,219,Kajikia,Carangiformes,22,elongated,11,VU,Atlantic white marlin,planktonic,25,14.833333333333334,27,NA,29000000,NA,5
Kajikia audax,Istiophoridae,157757500,pelagic,pelagic-oceanic,420,NA,42349.00065,0.347408374,4.481651192,Actinopteri,28773,28773,537466.5429,23.22898081,91382,NA,2416.454813,45.95007352,NA,2416.454813,45.95007352,3,2,3,6: high/mid,6,223,Kajikia,Carangiformes,20,elongated,11,NT,Striped marlin,planktonic,25,14.833333333333334,28,18030625.75,29000000,NA,5
Kathetostoma giganteum,Uranoscopidae,747500,sedentary,demersal,90,NA,4247.640989,0.286276548,4.210816125,Actinopteri,0.04451615,0.04451615,24.51591858,0.002430819,0.233633077,NA,0.057064932,33.48243406,NA,0.057064932,33.48243406,-2,2,2,2: low/mid,2,12920,Kathetostoma,Perciformes/Uranoscopoidei,NA,fusiform / normal,57,NA,Giant stargazer,in close association with substrate,NA,20,12,NA,58091,19.095714285714287,NA
Katsuwonus pelamis,Scombridae,251292500,pelagic,pelagic-oceanic,110,NA,4403649.09,0.504382583,4.43,Actinopteri,28773,28773,537466.5429,5.55,104356.6614,NA,722.4746053,31.75806231,21.1,722.4746053,21.1,2,1,1,6: high/mid,6,107,Katsuwonus,Scombriformes,14.6999998092651,fusiform / normal,54,LC,Skipjack tuna,planktonic,30,12,27,2464079.125,4591292.5,530.468085106383,15.3000001907349
Konosirus punctatus,Clupeidae,495000,habitat_coastal,pelagic-neritic,32,NA,134189.8396,0.792958456,3.024745311,Actinopteri,0.020686774,0.020686774,69.37218463,8.13e-6,0.3026,NA,0.011180182,39.15151841,NA,0.011180182,39.15151841,-2,2,2,2: low/mid,2,1609,Konosirus,Clupeiformes,NA,fusiform / normal,15,LC,Dotted gizzard shad,planktonic,NA,15.25,16,NA,54509.42857142857,NA,17
Labrus bergylta,Labridae,872500,habitat_reef,reef-associated,65.90000153,ballan wrasse,832.7850932,0.2079384,3.2,Actinopteri,0.029410133,0.029410133,8.5,0.022748634,0.25,0.096873382,0.059824765,38.77994444,NA,0.096873382,38.77994444,-2,2,2,2: low/mid,2,572,Labrus,Eupercaria/misc,NA,fusiform / normal,560,LC,Ballan wrasse,planktonic,NA,29,11,129423,1770172,217.725,3.904109589041096
Lachnolaimus maximus,Labridae,1942500,habitat_reef,reef-associated,91,hogfish,1005.587269,0.503220372,4.17,Actinopteri,0.017712,0.017712,69.37218463,0.00123027,0.145837,0.00123027,0.061226102,26.55848538,25.9,0.00123027,25.9,-3,1,4,1: mid/low,1,1071,Lachnolaimus,Eupercaria/misc,NA,short and / or deep,560,VU,Hogfish,planktonic,NA,23,15,160631.33333333334,287400,770.85001,3.904109589041096
Lactarius lactarius,Lactariidae,10862500,habitat_coastal,pelagic-neritic,40,NA,71361.18439,0.894172771,4.17,Actinopteri,0.021204,0.021204,220.625,0.0013065,0.469069439,NA,0.123541923,35.13228497,NA,0.123541923,35.13228497,-1,2,2,2: low/mid,2,363,Lactarius,Carangaria/misc,NA,fusiform / normal,1,DD,False trevally,in close association with substrate,NA,NA,28,NA,NA,NA,NA
Lampris guttatus,Lampridae,271130000,pelagic,bathypelagic,200,NA,2613.572655,0.605257327,4.220155265,Actinopteri,24.63249455,24.63249455,537466.5429,5.55,91382,NA,1448.482272,43.09462738,NA,1448.482272,43.09462738,3,2,3,6: high/mid,6,1072,Lampris,Lampriformes,NA,short and / or deep,2,LC,Opah,planktonic,NA,NA,23,8450000,9700000,NA,NA
Larimichthys crocea,Sciaenidae,1287500,habitat_coastal,benthopelagic,80,NA,464679.6398,0.601331042,3.753198252,Actinopteri,0.060991803,0.060991803,10.48565514,0.021204,0.469069439,NA,0.070741403,36.00077961,NA,0.070741403,36.00077961,-2,2,2,2: low/mid,2,428,Larimichthys,Eupercaria/misc,NA,fusiform / normal,293,CR,Large yellow croaker,planktonic,NA,6,23,14729,48705,520.7365628125,7.9
Larimichthys polyactis,Sciaenidae,982500,habitat_coastal,benthopelagic,40,NA,3116786.623,0.546792217,3.72,Actinopteri,0.218337659,0.218337659,4.17,0.025016,0.419377278,NA,0.045744956,36.33459921,NA,0.045744956,36.33459921,-2,2,2,2: low/mid,2,416,Larimichthys,Eupercaria/misc,NA,fusiform / normal,293,LC,Yellow croaker,planktonic,NA,23,16,14729,48705,520.7365628125,7.9
Larimus breviceps,Sciaenidae,1682500,habitat_coastal,demersal,31,NA,1092.689317,0.716833218,3.52,Actinopteri,0.020686774,0.020686774,0.445649557,8.13e-6,0.32,NA,0.010003766,29.11448027,NA,0.010003766,29.11448027,-2,1,4,1: mid/low,1,1180,Larimus,Eupercaria/misc,NA,fusiform / normal,293,LC,Shorthead drum,in close association with substrate,NA,15.303703705469767,22.17142857142857,682950.4166666666,1965624,520.7365628125,7.9
Lateolabrax japonicus,Lateolabracidae,1177500,habitat_reef,reef-associated,102,NA,104691.8211,0.280379763,3.1,Actinopteri,0.027348309,0.027348309,39.83,0.014020895,0.040637322,NA,0.073767207,42.08585506,NA,0.073767207,42.08585506,-2,2,2,2: low/mid,2,4589,Lateolabrax,Acropomatiformes,NA,fusiform / normal,2,NA,Japanese seabass,planktonic,NA,NA,25,9774409,17822576,263.83,NA
Lates calcarifer,Latidae,8162500,habitat_coastal,demersal,200,NA,495833.8181,0.707443985,3.855928723,Actinopteri,0.524649642,0.524649642,220.625,0.022602017,31.32271153,NA,0.28843289,45.08464349,NA,0.28843289,45.08464349,-1,2,2,2: low/mid,2,346,Lates,Carangaria/misc,15,fusiform / normal,14,LC,Barramundi,planktonic,28,35,27,31500000,47700000,542.3050075,13
Leiostomus xanthurus,Sciaenidae,980000,habitat_coastal,demersal,36,NA,17575.357,0.766431999,3.23,Actinopteri,0.222006046,0.222006046,220.625,0.021204,0.419377278,NA,0.063355666,35.42562662,NA,0.063355666,35.42562662,-2,2,2,2: low/mid,2,429,Leiostomus,Eupercaria/misc,NA,fusiform / normal,293,LC,Spot croaker,planktonic,NA,4,22,682950.4166666666,1965624,442.82104639534884,7.9
Lepidocybium flavobrunneum,Gempylidae,14260000,migratory,benthopelagic,200,NA,2435.848754,0.41595686,4.332224948,Actinopteri,23.22898081,23.22898081,119173.5,0.048,24.63249455,NA,6.528817925,45.73960913,NA,6.528817925,45.73960913,0,2,6,5: mid/mid,5,1042,Lepidocybium,Scombriformes,NA,fusiform / normal,26,LC,Escolar,planktonic,NA,13.666666666666666,27,NA,2500000,NA,5
Lepidonotothen squamifrons,Nototheniidae,995000,habitat_benthic,benthopelagic,55,NA,171.421403,0.233506431,3.538398025,Actinopteri,0.029410133,0.029410133,4.069771569,0.020686774,0.25,NA,0.04377208,51.51209412,NA,0.04377208,51.51209412,-2,2,2,2: low/mid,2,7045,Lepidonotothen,Perciformes/Notothenioidei,NA,fusiform / normal,56,NA,Grey rockcod,planktonic,NA,19,-1,222746.25,351405,71.3952775,6
Lepidopsetta bilineata,Pleuronectidae,2527500,habitat_benthic,demersal,58,NA,2016952.053,0.174289797,3.18,Actinopteri,0.145837,0.145837,220.625,0.02094379,0.77,NA,0.048121653,58.07836982,NA,0.048121653,58.07836982,-2,2,2,2: low/mid,2,24237,Lepidopsetta,Pleuronectiformes,NA,short and / or deep,62,LC,Pacific rock sole,planktonic,NA,26,4,265000,130000,137.51355371900826,7.728571394511632
Lepidopus caudatus,Trichiuridae,3607500,habitat_deep,benthopelagic,210,NA,223407.6131,0.292513559,3.82,Actinopteri,0.222006046,0.222006046,42.10249306,0.022602017,7.78,NA,0.278977434,48.26941255,NA,0.278977434,48.26941255,-1,2,2,2: low/mid,2,645,Lepidopus,Scombriformes,NA,eel-like,46,DD,Silver scabbardfish,planktonic,NA,8,24,22633,116075.6,NA,NA
Lepidorhombus boscii,Scophthalmidae,1817500,habitat_benthic,demersal,40,NA,5157.681725,0.512571372,3.74,Actinopteri,0.222006046,0.222006046,0.77,0.020686774,0.419377278,NA,0.036289206,43.1782824,NA,0.036289206,43.1782824,-2,2,2,2: low/mid,2,27,Lepidorhombus,Pleuronectiformes,NA,fusiform / normal,9,LC,Four-spot megrim,planktonic,NA,16,14,119390,180000,124.47948717948718,NA
Lepidorhombus whiffiagonis,Scophthalmidae,1412500,habitat_benthic,bathydemersal,60,NA,1993.643305,0.443300965,4.34,Actinopteri,0.021204,0.021204,4.17,0.0013065,0.25,NA,0.046108715,43.38751411,NA,0.046108715,43.38751411,-2,2,2,2: low/mid,2,28,Lepidorhombus,Pleuronectiformes,NA,fusiform / normal,9,LC,Megrim,planktonic,NA,16,16,333522.5,640523,124.47948717948718,NA
Lepidorhynchus denticulatus,Macrouridae,1452500,habitat_deep,bathypelagic,55,NA,38250.58067,0.176141849,3.70650255,Actinopteri,0.040637322,0.040637322,8.5,0.017712,0.301662063,NA,0.064862608,42.69375238,NA,0.064862608,42.69375238,-2,2,2,2: low/mid,2,8483,Lepidorhynchus,Gadiformes,NA,elongated,377,NA,Thorntooth grenadier,in close association with substrate,NA,25.083333333333332,16,NA,118134,4.417,3.6625
